channel,biomarker,n_ad,n_cn,ad_mean,ad_median,cn_mean,cn_median,mean_difference_ad_minus_cn,mann_whitney_u,p_value,rank_biserial_effect,fdr_q_value,significant_fdr_0_05
O2,relative_alpha_power,36,29,0.03231730296586951,0.02028806507587433,0.08020634917092734,0.07897574454545975,-0.04788904620505783,167.0,2.893151254395032e-06,-0.6800766283524904,0.00012826303894484644,True
O2,relative_beta_power,36,29,0.004640030066689683,0.004090933594852686,0.006314117533700733,0.006106962449848652,-0.00167408746701105,237.0,0.00017369642925721233,-0.5459770114942528,0.0007966077617658359,True
O2,relative_delta_power,36,29,0.9020543876621459,0.9114488065242767,0.8593006647866348,0.8637180328369141,0.04275372287551105,807.0,0.00017369642925721233,0.5459770114942528,0.0007966077617658359,True
O2,relative_theta_power,36,29,0.06098830637832483,0.05910651385784149,0.05417885335868802,0.05316722020506859,0.006809453019636806,721.0,0.00880424005993742,0.38122605363984685,0.017220057764289365,True
O2,slow_fast_ratio,36,29,51.95851288901435,54.03681182861328,26.87804730185147,20.55942726135254,25.08046558716288,863.0,7.005937820347501e-06,0.6532567049808429,0.00015529828835103627,True
O2,theta_alpha_ratio,36,29,3.1784881899754205,3.3217915296554565,1.446625225502869,1.1052700281143188,1.7318629644725514,897.0,7.724631167876858e-07,0.7183908045977012,6.28905747420128e-05,True
P3,delta_alpha_ratio,36,29,77.22284147474501,85.38117218017578,51.475941690905344,48.004859924316406,25.746899783839666,794.0,0.00033976257580737744,0.5210727969348659,0.001189169015325821,True
P3,relative_alpha_power,36,29,0.022404815717082884,0.016363772563636303,0.040689263235906076,0.029835684224963188,-0.01828444751882319,232.0,0.0001331967505615573,-0.5555555555555556,0.0007381319926952967,True
P3,relative_beta_power,36,29,0.003927984456014302,0.0037439324660226703,0.0049091803455918,0.00466905115172267,-0.0009811958895774983,266.0,0.0007468391131969467,-0.49042145593869735,0.0023649905251236646,True
P3,relative_theta_power,36,29,0.0574191834570633,0.05480014905333519,0.052582977917687644,0.0507863350212574,0.004836205539375658,727.0,0.006960165724559376,0.39272030651340994,0.01402578850555147,True
P3,slow_fast_ratio,36,29,64.2685095469157,71.23274993896484,43.1277202080036,42.1977424621582,21.140789338912093,805.0,0.0001929333933962843,0.5421455938697317,0.0008277464942485745,True
P3,theta_alpha_ratio,36,29,3.653870642185211,3.9389407634735107,2.223665650548606,2.0187063217163086,1.430204991636605,848.0,1.742559343498981e-05,0.6245210727969348,0.00025751154742818274,True
P4,delta_alpha_ratio,36,29,77.19265513949924,88.78285217285156,56.23922663721545,52.34275817871094,20.953428502283785,748.0,0.002921521735751489,0.4329501915708813,0.006585803234829627,True
P4,relative_alpha_power,36,29,0.02362095026506318,0.015465955249965191,0.03531549373192006,0.029184376820921898,-0.011694543466856881,269.0,0.0008616533204048856,-0.4846743295019157,0.0024913019916054297,True
P4,relative_beta_power,36,29,0.0038711729381854334,0.0037281548138707876,0.004633623143208438,0.00428002467378974,-0.0007624502050230047,325.0,0.009509579809653773,-0.37739463601532564,0.01833005963310075,True
P4,relative_theta_power,36,29,0.05682499799877405,0.054911425337195396,0.05181087951721816,0.051055196672677994,0.00501411848155589,753.0,0.002351206007004961,0.44252873563218387,0.005685643616939269,True
P4,slow_fast_ratio,36,29,64.35931407080756,69.83204650878906,47.23111353249386,45.57269287109375,17.1282005383137,758.0,0.0018845703175318722,0.45210727969348663,0.004914663769249785,True
P4,theta_alpha_ratio,36,29,3.6404923780096903,3.844053030014038,2.380728485255406,2.2263033390045166,1.2597638927542842,802.0,0.00022557678629854622,0.5363984674329503,0.0008333809049362957,True
Pz,delta_alpha_ratio,36,29,80.95611206690471,87.35090255737305,57.27406422845249,57.56956481933594,23.68204783845222,773.0,0.0009470679064610063,0.4808429118773947,0.0026800006714747626,True
Pz,relative_alpha_power,36,29,0.02083883385380937,0.015272727701812983,0.03611734002057848,0.02808036282658577,-0.01527850616676911,250.0,0.00033976257580737744,-0.5210727969348659,0.001189169015325821,True
Pz,relative_beta_power,36,29,0.003618209027788705,0.0034245405113324523,0.0043267687734473365,0.004114254843443632,-0.0007085597456586313,303.0,0.003932835467148362,-0.41954022988505746,0.008717785285512201,True
Pz,relative_theta_power,36,29,0.0561263964821895,0.05398913286626339,0.0518224974130762,0.05091525986790657,0.004303899069113298,732.0,0.005697025339919875,0.4022988505747127,0.01183913078452099,True
Pz,slow_fast_ratio,36,29,67.5149589644538,70.76940536499023,48.26418850339692,46.928165435791016,19.250770461056874,780.0,0.0006783720753088735,0.49425287356321834,0.002200572829660492,True
Pz,theta_alpha_ratio,36,29,3.7559799949328103,3.979353427886963,2.4397986695684235,2.370901584625244,1.3161813253643868,831.0,4.676943082575269e-05,0.5919540229885059,0.00044430959284465053,True
T3,delta_alpha_ratio,36,29,72.32937473720975,71.14023208618164,57.21141611296555,55.05653762817383,15.117958624244196,709.0,0.013847241604215865,0.3582375478927202,0.02593919906141845,True
T3,relative_alpha_power,36,29,0.022479074153428275,0.018329627811908722,0.03075111599574829,0.027284378185868263,-0.008272041842320013,328.0,0.010662194931298937,-0.3716475095785441,0.02025817036946798,True
T3,relative_beta_power,36,29,0.0051334170404718155,0.004714690148830414,0.00623878895240868,0.0056975120678544044,-0.0011053719119368645,304.0,0.004100793010766143,-0.4176245210727969,0.00879686242632092,True
T3,relative_theta_power,36,29,0.06295182618002097,0.05910404026508331,0.053791490479789934,0.052872929722070694,0.009160335700231038,802.0,0.00022557678629854622,0.5363984674329503,0.0008333809049362957,True
T3,slow_fast_ratio,36,29,58.73504670461019,57.87875556945801,45.450506078785864,45.076171875,13.284540625824327,751.0,0.0025658368058109242,0.43869731800766276,0.005986952546892157,True
T3,theta_alpha_ratio,36,29,3.7833712564574347,4.089359760284424,2.5169020541783036,2.4617648124694824,1.266469202279131,827.0,5.858882912134458e-05,0.5842911877394636,0.0005194876182092553,True
T4,relative_theta_power,36,29,0.06140955382337173,0.05748412944376469,0.05299047226535863,0.052179157733917236,0.008419081558013103,784.0,0.0005585934947692202,0.5019157088122606,0.001857323370107657,True
T4,theta_alpha_ratio,36,29,3.7016527785195246,3.830385684967041,2.666694452022684,2.5904252529144287,1.0349583264968407,808.0,0.00016476881542033524,0.5478927203065134,0.0007966077617658359,True
T5,delta_alpha_ratio,36,29,64.78451567225986,70.84073638916016,34.85046250244667,28.45914077758789,29.93405316981319,837.0,3.319072037371041e-05,0.603448275862069,0.0003678638174752904,True
T5,relative_alpha_power,36,29,0.029280885562507644,0.01894845161587,0.06975865929291167,0.06340337544679642,-0.040477773730404024,177.0,5.45984448425048e-06,-0.6609195402298851,0.00015529828835103627,True
T5,relative_beta_power,36,29,0.004667751135356311,0.004435747629031539,0.006363908053729041,0.005925293080508709,-0.0016961569183727302,242.0,0.00022557678629854622,-0.5363984674329502,0.0008333809049362957,True
T5,relative_delta_power,36,29,0.9025026758511862,0.9114184677600861,0.8687153253062018,0.8786643743515015,0.033787350544984385,753.0,0.002351206007004961,0.44252873563218387,0.005685643616939269,True
T5,relative_theta_power,36,29,0.06354873451507753,0.05831991322338581,0.05516208772515428,0.052341412752866745,0.00838664678992325,740.0,0.004100793010766143,0.4176245210727969,0.00879686242632092,True
T5,slow_fast_ratio,36,29,53.80128078990512,56.28170967102051,29.447026844682366,25.5894775390625,24.354253945222755,849.0,1.6417764936466683e-05,0.6264367816091954,0.00025751154742818274,True
T5,theta_alpha_ratio,36,29,3.375964879989624,3.7733601331710815,1.6065737399561653,1.312238335609436,1.7693911400334588,894.0,9.457229284513203e-07,0.7126436781609196,6.28905747420128e-05,True
T6,delta_alpha_ratio,36,29,63.177516036563446,68.62953186035156,37.727938158758754,30.088327407836914,25.449577877804693,806.0,0.00018307751614048264,0.5440613026819923,0.0008116436548894731,True
T6,relative_alpha_power,36,29,0.031399319517529674,0.01997385360300541,0.058672400384113706,0.05690690502524376,-0.027273080866584032,223.0,8.173920331119775e-05,-0.5727969348659003,0.0005776856463289168,True
T6,relative_beta_power,36,29,0.0046641311168463696,0.004178861156105995,0.005802235822996189,0.005408022552728653,-0.0011381047061498192,281.0,0.0015044243648216504,-0.4616858237547893,0.004083437561658765,True
T6,relative_delta_power,36,29,0.9008318997091718,0.9077209234237671,0.8818612098693848,0.8870233297348022,0.018970689839787003,702.0,0.017844725949233798,0.3448275862068966,0.032511623989699936,True
T6,relative_theta_power,36,29,0.06310460312912862,0.05874500423669815,0.053664200393290354,0.05211956053972244,0.009440402735838266,775.0,0.0008616533204048856,0.4846743295019158,0.0024913019916054297,True
T6,slow_fast_ratio,36,29,52.79952618810866,54.97721862792969,31.92903028685471,27.770606994628906,20.870495901253946,819.0,9.12135231045658e-05,0.5689655172413792,0.0005776856463289168,True
T6,theta_alpha_ratio,36,29,3.3075475146373114,3.389480710029602,1.6757837821697366,1.4194096326828003,1.631763732467575,865.0,6.1868375802057775e-06,0.657088122605364,0.00015529828835103627,True
