channel,biomarker,n_ad,n_cn,ad_mean,ad_median,cn_mean,cn_median,mean_difference_ad_minus_cn,mann_whitney_u,p_value,rank_biserial_effect,fdr_q_value,significant_fdr_0_05
Fp1,weighted_clustering,36,29,0.5379217154830261,0.5391883090419405,0.6015668245495571,0.6116295887955472,-0.06364510906653098,366.0,0.04015981690351106,-0.29885057471264365,0.06641815872503752,False
Fp2,node_strength,36,29,5.262955790478184,4.804376450058978,6.665180318387629,7.15195769071579,-1.4022245279094445,329.0,0.011073124296618128,-0.36973180076628354,0.023807217237728974,True
Fp2,weighted_clustering,36,29,0.5455080794743812,0.5406917271459248,0.6198063188581018,0.6481626666540405,-0.0742982393837206,336.0,0.014364961862134304,-0.3563218390804598,0.028076970912353415,True
Fz,node_strength,36,29,5.830471108446046,6.144248980385827,6.479101644296577,6.745940965955907,-0.6486305358505309,362.0,0.03530101583904479,-0.30651340996168586,0.06324765337828858,False
Fz,weighted_clustering,36,29,0.6238263401172258,0.6232751215317636,0.70210498459148,0.7138557011605128,-0.07827864447425414,306.0,0.004456378743630033,-0.4137931034482759,0.012774952398406094,True
GLOBAL,density,36,29,0.2982456140350877,0.29824561403508776,0.2982456140350877,0.29824561403508776,0.0,448.0,0.26781020372258924,-0.14176245210727967,0.33870114000209817,False
GLOBAL,mean_edge_magnitude,36,29,0.9734362624380248,0.9772130080656876,0.9770256575078249,0.9796424416395334,-0.00358939506980005,500.0,0.7766164974203399,-0.04214559386973182,0.7951073664065385,False
GLOBAL,mean_node_strength,36,29,5.225815724667291,5.246090885405271,5.245085108726218,5.259133107749073,-0.01926938405892642,500.0,0.7766164974203399,-0.04214559386973182,0.7951073664065385,False
GLOBAL,mean_weighted_clustering,36,29,0.5663964786427305,0.566298003921162,0.5687409776978092,0.5645698848879158,-0.0023444990550787193,509.0,0.8689755345051432,-0.02490421455938696,0.8689755345051432,False
GLOBAL,weighted_global_efficiency,36,29,0.602380600122812,0.5947701549081591,0.6134895934630599,0.6082708031095044,-0.011108993340247841,426.0,0.20756341905051245,-0.1839080459770115,0.2789133443491261,False
O1,node_strength,36,29,4.952883738619643,4.941901029579821,3.720007599319664,3.938792370395227,1.2328761392999787,775.0,0.0008616533204048856,0.4846743295019158,0.0033682811615827345,True
O1,weighted_clustering,36,29,0.6265089958747985,0.6301687135506573,0.5068586406398166,0.5575835963493582,0.11965035523498191,720.0,0.009150845460427721,0.3793103448275863,0.02070980814728379,True
O2,node_strength,36,29,4.73795229745782,4.839080674145649,2.6799679396600875,2.7830313250422476,2.0579843577977326,881.0,2.2336115665381657e-06,0.6877394636015326,4.8022648680570564e-05,True
O2,weighted_clustering,36,29,0.6401982296678151,0.653050639311602,0.4108335552775403,0.4829363552682068,0.22936467439027486,886.0,1.6103205899254247e-06,0.6973180076628354,4.8022648680570564e-05,True
P3,node_strength,36,29,6.284909495085751,6.370167265926721,4.830170045991564,5.189425211663198,1.4547394490941867,768.0,0.0011960824200334828,0.47126436781609193,0.00395627262011075,True
P3,weighted_clustering,36,29,0.5812857415275512,0.5984752418037158,0.46030510119837836,0.4980247099417698,0.12098064032917283,787.0,0.0004820242323771688,0.5076628352490422,0.002590880249027282,True
P4,node_strength,36,29,6.146416146509796,6.226798020160471,5.613018563245459,5.519549064040184,0.5333975832643372,637.0,0.13078009345427985,0.22030651340996177,0.1939153109839322,False
P4,weighted_clustering,36,29,0.6107472214295254,0.6234717270361932,0.5095218875786395,0.5214370240216275,0.10122533385088595,753.0,0.002351206007004961,0.44252873563218387,0.007221561307229523,True
Pz,node_strength,36,29,7.081804341788395,7.53826315317812,5.720465441911204,5.798897999015884,1.3613388998771905,779.0,0.0007118411123342818,0.4923371647509578,0.0033682811615827345,True
Pz,weighted_clustering,36,29,0.5800099157733396,0.5920196817177821,0.5291346987573738,0.525315116620854,0.05087521701596576,649.0,0.09503925864264096,0.24329501915708818,0.1459531472011986,False
T3,node_strength,36,29,3.541989183857677,3.400288228576354,3.880116436233518,3.900861375295936,-0.33812725237584074,439.0,0.2762705748394714,-0.15900383141762453,0.3394181348027791,False
T3,weighted_clustering,36,29,0.47766088624669334,0.4723987913249051,0.48634483083308205,0.4738187858132477,-0.008683944586388714,475.0,0.5394460561896536,-0.0900383141762452,0.6044296689469111,False
T4,node_strength,36,29,3.7240976607696035,3.8659361483194887,4.56885486873872,4.480153033410869,-0.8447572079691166,366.0,0.04015981690351106,-0.29885057471264365,0.06641815872503752,False
T4,weighted_clustering,36,29,0.48837045923380834,0.5182134455367837,0.5989336550496658,0.5935319917849334,-0.11056319581585744,311.0,0.005470725497283342,-0.40421455938697315,0.014410122918620859,True
T5,node_strength,36,29,4.612342372902685,4.690231596211456,3.2993811990143023,3.3510534688830376,1.3129611738883824,776.0,0.0008216782260495112,0.48659003831417635,0.0033682811615827345,True
T5,weighted_clustering,36,29,0.6235615065799287,0.6421633893027782,0.5578482431320431,0.6170474237384556,0.06571326344788564,623.0,0.18474773034753467,0.19348659003831425,0.2562629808046448,False
T6,node_strength,36,29,4.692344910434425,4.874020312406848,3.184488760321594,2.9941757492043757,1.507856150112831,832.0,4.4189434805274827e-05,0.5938697318007662,0.0005633869604621112,True
T6,weighted_clustering,36,29,0.6452301982094597,0.6654462647799875,0.4817342565287698,0.5244076049274262,0.16349594168068993,825.0,6.551011168164084e-05,0.5804597701149425,0.0005633869604621112,True
